addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,285/3 หมู่ที่ 1,,285/3 หมู่ที่ 1 ตำบลสิชล อำเภอสิชล จังหวัดนครศรีธรรมราช 80120,,สิชล (นครศรีธรรมราช),,สิชล,,075-535-214,9.003915,99.889707,,นครศรีธรรมราช,,สิชล,,075-535-215,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-401,094-231-3666,SOMWANG
,"267 ,268 หมู่ที่ 6",,"267 ,268 หมู่ที่ 6 ตำบลสีคิ้ว อำเภอสีคิ้ว จังหวัดนครราชสีมา 30140",,สีคิ้ว (นครราชสีมา),,สีคิ้ว,,044-413-141,14.894505,101.723389,,นครราชสีมา,,สีคิ้ว,,044-413-140,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-261,091-889-3999,SOMWANG
,202/3 หมู่ที่ 10,,202/3 หมู่ที่ 10 ตำบลวังเพิ่ม อำเภอสีชมพู จังหวัดขอนแก่น 40220,,สีชมพู,,สีชมพู,,043-424-272,16.801472,102.183917,,ขอนแก่น,,วังเพิ่ม,,043-424-271,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-586,091-772-5665,SOMWANG
,1/373 หมู่ที่ 20,,1/373 หมู่ที่ 20 ตำบลบางพลีใหญ่ อำเภอบางพลี จังหวัดสมุทรปราการ 10540,,สี่แยกคลองขุด (ถนนตำหรุ-บางพลี),,บางพลี,,02-136-2781,13.595591,100.69828,,สมุทรปราการ,,บางพลีใหญ่,,021-362-780,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-537,091-772-4994,SOMWANG
,283/17 หมู่ที่ 8,,283/17 หมู่ที่ 8 ตำบลสุรศักดิ์ อำเภอศรีราชา จังหวัดชลบุรี 20110,,สี่แยกซากค้อ (ศรีราชา),,ศรีราชา,,038-183-302,13.146528,100.958779,,ชลบุรี,,สุรศักดิ์,,038-183-303,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-274,091-889-4422,SOMWANG
,777/2 หมู่ที่ 5,,777/2 หมู่ที่ 5 ตำบลปลวกแดง อำเภอปลวกแดง จังหวัดระยอง 21140,,สี่แยกซีเค พลาซ่า(ปลวกแดง),,ปลวกแดง,,038-017-228,12.983844,101.21084,,ระยอง,,ปลวกแดง,,000-000-000,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-196,095-205-6667,SOMWANG
,44/7 ถนนนิตโย,,44/7 ถนนนิตโย ตำบลธาตุเชิงชุม อำเภอเมืองสกลนคร จังหวัดสกลนคร 47000,,สี่แยกบ้านธาตุ (สกลนคร),,เมืองสกลนคร,,042-712-818,17.190607,104.097153,,สกลนคร,,ธาตุเชิงชุม,,042-712-817,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-296,091-889-6444,SOMWANG
,"37/6, 37/7 ถนนสันติสุข",,"37/6, 37/7 ถนนสันติสุข ตำลในเมือง อำเภอเมืองร้อยเอ็ด จังหวัดร้อยเอ็ด 45000",,สี่แยกร้อยเอ็ดพลาซ่า,,เมืองร้อยเอ็ด,,043-511-226,16.057126,103.657387,,ร้อยเอ็ด,,ในเมือง,,043-511-225,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-479,095-365-9898,SOMWANG
,"157/12, 157/13 หมู่ที่ 1",,"157/12, 157/13 หมู่ที่ 1 ตำบลป่าแดด อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50100",,สี่แยกสนามบินเชียงใหม่,,เมืองเชียงใหม่,,053-270-092,18.760957,98.97199,,เชียงใหม่,,ป่าแดด,,053-270-091,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-505,063-905-0220,SOMWANG
,"225/4, 225/5 หมู่ที่ 6 ซอยบ้านเดื่อ",,"225/4, 225/5 หมู่ที่ 6 ซอยบ้านเดื่อตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000",,สี่แยกสามพร้าว (อุดรธานี),,เมืองอุดรธานี,,042-219-294,17.426485,102.809498,,อุดรธานี,,หมากแข้ง,,042-219-293,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-375,095-364-1555,SOMWANG
,40/9 หมู่ที่ 7,,40/9 หมู่ที่ 7 ตำบลคลองขวาง อำเภอไทรน้อย จังหวัดนนทบุรี 11150,,สี่แยกไทรน้อย (นนทบุรี),,ไทรน้อย,,02-149-9383,14.026335,100.311585,,นนทบุรี,,คลองขวาง,,02-149-9382,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-473,063-904-5225,SOMWANG
,195/10-12 หมู่ที่ 1,,195/10-12 หมู่ที่ 1 ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ 10290,,สุขสวัสดิ์ 92,,พระสมุทรเจดีย์,,02-405-3915,13.602508,100.557212,,สมุทรปราการ,,ปากคลองบางปลากด,,02-405-3914,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-453,095-367-9666,SOMWANG
,275/17-18 หมู่ 4,,275/17-18 หมู่ 4 ถนนมาลัยแมน ตำบลสนามชัย อำเภอเมือง จังหวัดสุพรรณบุรี 72000,,สุพรรณบุรี,,เมือง,,035 451 649,14.480249,100.130092,,สุพรรณบุรี,,สนามชัย,,035 451 648,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-035,063-906-4000,SOMWANG
,384 ถนนมาลัยแมน,,384 ถนนมาลัยแมน ตำบลรั้วใหญ่ อำเภอเมืองสุพรรณบุรี จังหวัดสุพรรณบุรี,,สุพรรณบุรี 2 (วัดป่าเลไลยก์),,เมืองสุพรรณบุรี,,035-440-664,14.475762,100.092348,,สุพรรณบุรี,,รั้วใหญ่,,035-440-323,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-594,091-772-6886,SOMWANG
,888/12 หมู่ที่ 5,,888/12 หมู่ที่ 5 ตำบลเขาคันทรง อำเภอศรีราชา จังหวัดชลบุรี 20110,,สุรศักดิ์ (เขาคันทรง),,ศรีราชา,,038-111-950,13.069481,101.169689,,ชลบุรี,,เขาคันทรง,,038-111-949,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-476,095-367-0077,SOMWANG
,172/1 ถนนชนเกษม,,172/1 ถนนชนเกษม ตำบลตลาด อำเภอเมือง จังหวัดสุราษฎร์ธานี 84000,,สุราษฎร์ธานี,,เมือง,,077 275 394,9.140568,99.327674,,สุราษฎร์ธานี,,ตลาด,,077 275 393,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-042,083-821-5000,SOMWANG
,213/16 หมู่ที่ 1 ถนนชนเกษม,,213/16 หมู่ที่ 1 ถนนชนเกษม ตำบลมะขามเตี้ย อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000,,สุราษฎร์ธานี 2,,เมืองสุราษฎร์ธานี,,077-284-316,9.126861,99.334972,,สุราษฎร์ธานี,,มะขามเตี้ย,,077-284-315,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-439,095-367-8222,SOMWANG
,244/70 หมู่ที่ 4 ถนนอำเภอฯ,,244/70 หมู่ที่ 4 ถนนอำเภอฯ ตำบลมะขามเตี้ย อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000,,สุราษฎร์ธานี 3 (ถนนอำเภอ),,เมืองสุราษฎร์ธานี,,077-283-145,9.138259,99.341058,,สุราษฎร์ธานี,,มะขามเตี้ย,,077-283-144,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-487,063-904-5775,SOMWANG
,"103 ,105 ถนนเทศบาล 1",,"103 , 105 ถนนเทศบาล 1 ตำบลในเมือง อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์ 32000",,สุรินทร์,,อำเภอเมืองสุรินทร์,,044-515-817,14.889215,103.491345,,สุรินทร์,,ในเมือง,,044-515-818,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-086,083-268-8000,SOMWANG
,26/7 ถนนหลักเมือง,,26/7 ถนนหลักเมือง ตำบลในเมือง อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์ 32000,,สุรินทร์ 2 (แยกบิ๊กซี),,เมืองสุรินทร์,,044-511-509,14.873472,103.506532,,สุรินทร์,,ในเมือง,,044-511-508,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-319,063-905-4222,SOMWANG
,244 หมู่ที่ 2,,244 หมู่ที่ 2 ตำบลสระคู อำเภอสุวรรณภูมิ จังหวัดร้อยเอ็ด 45130,,สุวรรณภูมิ (ร้อยเอ็ด),,สุวรรณภูมิ,,043-581-447,15.603778,103.799639,,ร้อยเอ็ด,,สระคู,,043-581-446,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-583,091-772-6006,SOMWANG
,37/21/3 หมู่ที่ 1,,37/21/3 หมู่ที่ 1 ตำบลคลองอุดมชลจร อำเภอเมืองฉะเชิงเทรา จังหวัดฉะเชิงเทรา 24000,,สุวินทวงศ์,,เมืองฉะเชิงเทรา,,038-086-894,13.788583,100.951194,,ฉะเชิงเทรา,,คลองอุดมชลจร,,038-086-893,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-400,094-231-0777,SOMWANG
,"102/1, 102/2 ถนนสิงหวัฒน์",,"102/1, 102/2 ถนนสิงหวัฒน์ ตำบลธานี อำเภอเมืองสุโขทัย จังหวัดสุโขทัย 64000",,สุโขทัย,,เมืองสุโขทัย,,055 610 289,17.007192,99.825382,,สุโขทัย,,ธานี,,055 610 290,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-060,082-850-8000,SOMWANG
,663/18 หมู่ที่ 11,,663/18 หมู่ที่ 11 ตำบลสูงเนิน อำเภอสูงเนิน จังหวัดนครราชสีมา 30170,,สูงเนิน (นครราชสีมา),,สูงเนิน,,044-984-071,14.892719,101.821776,,นครราชสีมา,,สูงเนิน,,044-984-070,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-605,063-748-0007,SOMWANG
,"233, 234 หมู่ที่ 3",,"233, 234 หมู่ที่ 3 ตำบลดอนมูล อำเภอสูงเม่น จังหวัดแพร่ 54130",,สูงเม่น (แพร่),,สูงเม่น,,054-543-546,18.064013,100.118925,,แพร่,,ดอนมูล,,054-543-545,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-349,063-906-0222,SOMWANG
,249 หมู่ที่ 5,,249 หมู่ที่ 5 ตำบลทุ่งกระเต็น อำเภอหนองกี่ จังหวัดบุรีรัมย์ 31210,,หนองกี่ (บุรีรัมย์),,หนองกี่,,044-641-125,14.682243,102.547914,,บุรีรัมย์,,ทุ่งกระเต็น,,044-641-124,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-402,094-231-6555,SOMWANG
,65/6 ถนนมิตรภาพ,,65/6 ถนนมิตรภาพ ตำบลโพธิชัย อำเภอเมือง จังหวัดหนองคาย 43000,,หนองคาย,,หนองคาย,,042 413 781,17.873678,102.743771,,หนองคาย,,โพธิชัย,,042 413 780,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-020,080-921-5000,SOMWANG
,48/11-12 ถนนเชื่อมสัมพันธ์,,48/11-12 ถนนเชื่อมสัมพันธ์ แขวงกระทุ่มราย เขตหนองจอก จังหวัดกรุงเทพฯ 10530,,หนองจอก,,หนองจอก,,02-548-2067,13.849878,100.859722,,กรุงเทพมหานคร,,กระทุ่มราย,,02-548-2066,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-149,091-771-1122,SOMWANG
,259/6 หมู่ที่ 5,,259/6 หมู่ที่ 5 ตำบลหนองฉาง อำเภอหนองฉาง จังหวัดอุทัยธานี 61110,,หนองฉาง (อุทัยธานี),,หนองฉาง,,056-510-774,15.384666,99.84455,,อุทัยธานี,,หนองฉาง,,056-510-775,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-362,095-364-1133,SOMWANG
,936 หมู่ที่ 1,,936 หมู่ที่ 1 ตำบลวงฆ้อง อำเภอพรหมพิราม จังหวัดพิษณุโลก 65180,,หนองตม (พิษณุโลก),,พรหมพิราม,,055-366-182,17.102082,100.165956,,พิษณุโลก,,วงฆ้อง,,055-366-181,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-129,083-096-6000,SOMWANG
,"159/1, 159/2 หมู่ที่ 4",,"159/1, 159/2 หมู่ที่ 4 ตำบลนิคมพัฒนา อำเภอนิคมพัฒนา จังหวัดระยอง 21180",,หนองบอน (ระยอง),,นิคมพัฒนา,,038-010-569,12.812807,101.141081,,ระยอง,,นิคมพัฒนา,,038-010-568,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-364,095-364-1144,SOMWANG
,12/4 หมู่ที่ 7,,12/4 หมู่ที่ 7 ตำบลหนองบัว อำเภอหนองบัว จังหวัดนครสวรรค์ 60110,,หนองบัว(นครสวรรค์),,หนองบัว,,056-200-502,15.866344,100.576142,,นครสวรรค์,,หนองบัว,,056-200-501,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-237,063-904-8777,SOMWANG
,160 หมู่ 1,,160 หมู่ 1 ตำบลหนองบัว อำเภอเมือง จังหวัดหนองบัวลำภู 39000,,หนองบัวลำภู,,เมือง,,042-313-048,17.201425,102.441875,,หนองบัวลำภู,,หนองบัว,,042 313 047,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-063,085-723-8000,SOMWANG
,"88/11 ,88/12 หมู่ที่ 13",,"88/11 ,88/12 หมู่ที่ 13 ตำบลหนองบัวแดง อำเภอหนองบัวแดง จังหวัดชัยภูมิ 36210",,หนองบัวแดง,,หนองบัวแดง,,044-872-512,16.076779,101.80788,,ชัยภูมิ,,หนองบัวแดง,,044-872-511,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-215,063-904-7222,SOMWANG
,191 หมู่ที่ 9,,191 หมู่ที่ 9 ตำบลหมากหญ้า อำเภอหนองวัวซอ จังหวัดอุดรธานี 41360,,หนองวัวซอ (อุดรธานี),,หนองวัวซอ,,042-242-918,17.268583,102.600139,,อุดรธานี,,หมากหญ้า,,042-242-917,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-589,091-772-7667,SOMWANG
,62/1 หมู่ที่ 10,,62/1 หมู่ที่ 10 ตำบลหนองหาน อำเภอหนองหาน จังหวัดอุดรธานี 41130,,หนองหาน (อุดรธานี),,หนองหาน,,042-242-865,17.36297,103.101194,,อุดรธานี,,หนองหาน,,042-242-862,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-606,063-748-0009,SOMWANG
,103 หมู่ที่ 15,,103 หมู่ที่ 15 ตำบลหนองกระโดน อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์ 60240,,หนองเบน (นครสวรรค์),,นครสวรรค์,,056-200-459,15.76925,99.986667,,นครสวรรค์,,หนองกระโดน,,056-200-458,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-553,091-770-8448,SOMWANG
,231/1 หมู่ที่ 1,,231/1 หมู่ที่ 1 ตำบลหนองเรือ อำเภอหนองเรือ จังหวัดขอนแก่น 40210,,หนองเรือ (ขอนแก่น),,หนองเรือ,,043-294-986,16.490885,102.43805,,ขอนแก่น,,หนองเรือ,,043-294-985,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-414,091-770-5445,SOMWANG
,65/3 ถนนเศรษฐสัมพันธ์,,65/3 ถนนเศรษฐสัมพันธ์ ตำบลหนองแค อำเภอหนองแค จังหวัดสระบุรี 18140,,หนองแค(สระบุรี),,หนองแค,,036-380-529,14.344804,100.867115,,สระบุรี,,หนองแค,,036-380-528,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-145,091-770-8000,SOMWANG
,"172/31, 172/32 หมู่ที่ 6",,"172/31, 172/32 หมู่ที่ 6 ตำบลในเมือง อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000",,หนองใหญ่ (ขอนแก่น),,เมืองขอนแก่น,,043-221-869,16.427639,102.862639,,ขอนแก่น,,ในเมือง,,043-221-784,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-593,091-772-7007,SOMWANG
,317 หมู่ที่ 11,,317 หมู่ที่ 11 ตำบลหนองไผ่ อำเภอหนองไผ่ จังหวัดเพชรบูรณ์ 67140,,หนองไผ่ (เพชรบูรณ์),,หนองไผ่,,056-781-580,15.986656,101.06313,,เพชรบูรณ์,,หนองไผ่,,056-781-579,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-252,091-889-3377,SOMWANG
,159/4 หมู่ที่ 6,,159/4 หมู่ที่ 6 ตำบลหนองไม้แดง อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,,หนองไม้แดง (ชลบุรี),,เมืองชลบุรี,,038-215-149,13.410666,101.018952,,ชลบุรี,,หนองไม้แดง,,038-215-150,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-357,063-906-4666,SOMWANG
,188/47 หมู่ที่ 4,,188/47 หมู่ที่ 4 ตำบลบางพลีใหญ่ อำเภอบางพลี จังหวัดสมุทรปราการ 10540,,หนามแดง (บางพลี),,บางพลี,,02-136-5650,13.61071,100.691772,,สมุทรปราการ,,บางพลีใหญ่,,02-136-5649,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-478,095-367-6622,SOMWANG
,39/17 หมู่ที่ 1,,39/17 หมู่ที่ 1 ตำบลอ่างทอง อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี 84140,,หน้าทอน (สุราษฎร์ธานี),,เกาะสมุย,,077-334-302,9.520288,99.943103,,สุราษฎร์ธานี,,อ่างทอง,,077-334-301,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-290,091-889-5588,SOMWANG
,420/5 หมู่ที่ 2,,420/5 หมู่ที่ 2 ตำบลสามเรือน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,,หมู่บ้านสินทิวาธานี,,บางปะอิน,,035-331-350,14.309712,100.637167,,พระนครศรีอยุธยา,,สามเรือน,,035-331-439,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-610,063-748-0202,SOMWANG
,6/13-14 ถนนหมู่บ้านอวยชัย,,6/13-14 ถนนหมู่บ้านอวยชัย ตำบลขันเงิน อำเภอหลังสวน จังหวัดชุมพร 86110,,หลังสวน (ชุมพร),,หลังสวน,,077-544-093,9.954281,99.072759,,ชุมพร,,ขันเงิน,,077-544-092,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-109,091-773-2000,SOMWANG
,284/2-3 ถนนรณกิจ,,284/2-3 ถนนรณกิจ ตำบลหล่มสัก อำเภอหล่มสัก จังหวัดเพชรบูรณ์ 67110,,หล่มสัก,,หล่มสัก,,056-701-738,16.776817,101.241816,,เพชรบูรณ์,,หล่มสัก,,056-701-737,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-142,083-099-8000,SOMWANG
,251/2 หมู่ที่ 9,,251/2 หมู่ที่ 9 ตำบลหล่มเก่า อำเภอหล่มเก่า จังหวัดเพชรบูรณ์ 67120,,หล่มเก่า (เพชรบูรณ์),,หล่มเก่า,,056-709-124,16.880361,101.225917,,เพชรบูรณ์,,หล่มเก่า,,056-709-123,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-543,091-770-6006,SOMWANG
,397/1 หมู่ที่ 1,,397/1 หมู่ที่ 1 ตำบลหันคา อำเภอหันคา จังหวัดชัยนาท 17130,,หันคา,,หันคา,,056-410-548,14.982473,100.011659,,ชัยนาท,,หันคา,,056-410-547,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-206,096-805-7600,SOMWANG
,"132/8 ,132/9 ถนนนคร-ปากพนัง",,"132/8 ,132/9 ถนนนคร-ปากพนัง ตำบลในเมือง อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช 80000",,หัวถนน,,เมืองนครศรีธรรมราช,,075-342-481,8.383882,99.978349,,นครศรีธรรมราช,,ในเมือง,,075-342-480,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-199,095-370-8900,SOMWANG
,11/193 ถนนเพชรเกษม,,11/193 ถนนเพชรเกษม ตำบลหัวหิน อำเภอหัวหิน จังหวัดประจวบคีรีขันธ์ 77110,,หัวหิน,,หัวหิน,,032 531 523,12.584296,99.951895,,ประจวบคีรีขันธ์,,หัวหิน,,032 531 522,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-034,063-906-3000,SOMWANG
,"41, 41/1 หมู่ที่ 3",,"41, 41/1 หมู่ที่ 3 ตำบลหางดง อำเภอหางดง จังหวัดเชียงใหม่ 50230",,หางดง (เชียงใหม่),,หางดง,,053-106-819,18.686766,98.919692,,เชียงใหม่,,หางดง,,053-106-818,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-374,095-364-1888,SOMWANG
,1167 ถนนเพชรเกษม,,1167 ถนนเพชรเกษม ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา 90110,,หาดใหญ่,,หาดใหญ่,,074 258 467,6.999563,100.450789,,สงขลา,,หาดใหญ่,,074 258 466,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-018,080-298-5000,SOMWANG
,51/30 หมู่ที่ 1,,51/30 หมู่ที่ 1 ตำบลโคกแย้ อำเภอหนองแค จังหวัดสระบุรี 18230,,หินกอง (สระบุรี),,หนองแค,,036-389-392,14.402904,100.904326,,สระบุรี,,โคกแย้,,036-389-391,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-368,095-364-1188,SOMWANG
,312 ถนนประชาอุทิศ,,312 ถนนประชาอุทิศ แขวงห้วยขวาง เขตห้วยขวาง จังหวัดกรุงเทพฯ 10310,,ห้วยขวาง (ซอยประชาอุทิศ 2),,ห้วยขวาง,,02-274-2019,13.773174,100.578235,,กรุงเทพฯ,,ห้วยขวาง,,02-274-2018,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-352,063-906-2444,SOMWANG
,"123, 125 ถนนเพชรเกษม",,"123, 125 ถนนเพชรเกษม ตำบลห้วยยอด อำเภอห้วยยอด จังหวัดตรัง 92130",,ห้วยยอด (ตรัง),,ห้วยยอด,,075-290-689,7.781449,99.635518,,ตรัง,,ห้วยยอด,,075-290-980,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-328,063-905-5554,SOMWANG
,258/2 หมู่ที่ 3,,258/2 หมู่ที่ 3 ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี 22170,,ห้วยสะท้อน (จันทบุรี),,ท่าใหม่,,039-480-049,12.722797,101.974157,,จันทบุรี,,ทุ่งเบญจา,,039-480-048,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-398,094-218-5551,SOMWANG
,92/2 ถนนห้วยโป่ง-หนองบอน,,92/2 ถนนห้วยโป่ง-หนองบอน ตำบลห้วยโป่ง อำเภอเมืองระยอง จังหวัดระยอง 21150,,ห้วยโป่ง (ระยอง),,เมืองระยอง,,038-020-201,12.762469,101.137844,,ระยอง,,ห้วยโป่ง,,038-020-200,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-395,095-364-2468,SOMWANG
,128/4 หมู่ 7,,128/4 หมู่ 7 ตำบลทุ่งกระพังโหม อำเภอกำแพงแสน จังหวัดนครปฐม 73140,,อ.กำแพงแสน จ.นครปฐม,,กำแพงแสน,,034-355-341,13.998758,99.994567,,นครปฐม,,ทุ่งกระพังโหม,,034 355 340,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-078,083-835-8000,SOMWANG
,71 หมู่ที่ 2,,71 หมู่ที่ 2 ตำบลองครักษ์ อำเภอองครักษ์ จังหวัดนครนายก 26120,,องครักษ์ (นครนายก),,องครักษ์,,037-391-369,14.119452,101.001563,,นครนายก,,องครักษ์,,037-391-368,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-279,091-889-4999,SOMWANG
,88/5 หมู่ที่ 3,,88/5 หมู่ที่ 3 ตำบลศรีสุนทร อำเภอถลาง จังหวัดภูเก็ต 83110,,อนุสาวรีย์ท้าวเทพฯ (ภูเก็ต),,ถลาง,,076-510-541,7.982667,98.366139,,ภูเก็ต,,ศรีสุนทร,,076-510-540,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-573,091-772-3883,SOMWANG
,111/2-3 หมู่ 6,,111/2-3 หมู่ 6 ตำบลดอนหัวฬ่อ อำเภอเมือง จังหวัดชลบุรี 20000,,อมตะนคร,,เมือง,,038 454 437,13.432273,101.035923,,ชลบุรี,,ดอนหัวฬ่อ,,038 454 433,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-039,063-906-8000,SOMWANG
